Conferência,Quantidade Etapas,Título Etapa,Url Etapa,Descricao Etapa,Inscritos Etapa,Regiao Etapa,Status Etapa,Data Etapa,Propostas Etapa,Quantidade Propostas Etapa
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,12° CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE MARACANAÚ,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1261,"A Secretaria Municipal de Meio Ambiente e o Conselho Municipal de Defesa do Meio Ambiente de Maracanaú convida a população para a 12ª Conferência Municipal do Meio Ambiente. Com o tema : “Emergência Climática”, a Conferência será realizada no dia 17 de Dezembro (terça-feira), a partir das 7:30h, no Auditório do IFCE MARACANAÚ sito à Av Parque Central, 1315 – Distrito Industrial I - Maracanaú.Durante a Conferência, serão apresentados eixos temáticos com abordagens direcionadas a população e os diversos atores políticos discutem problemas ambientais do município, serão elaboradas 10 propostas( 02 por eixo) de soluções e a eleição de representantes do município para participarem da Conferência Estadual.",Não informado,"Maracanaú, Ceará",Não informado,17 de Dezembro 2024 07:30 às 13:30,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31739', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31740', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31741', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31742', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31743', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31744', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31745', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31746', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31747', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31748']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,14ª Conferência Municipal do Meio Ambiente de Rio das Ostras - 14ª CMMA.,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/611,"A 14ª Conferência Municipal do Meio Ambiente (CMMA) será realizada nos dias 26 e 28 de novembro de 2024 (Pré-Conferência), na modalidade on-line, e em 30 de novembro de 2024, de forma presencial, no Parque Natural Municipal dos Pássaros.
A CMMA foi convocada através da Resolução SEMAP nº36/2024 , em conformidade com a Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024 e com a Portaria da Secretaria de Estado do Ambiente e Sustentabilidade nº 92, de 11 de setembro de 2024.
A 14ª CMMA constituirá um instância de participação social, que tem por atribuição, a definição de propostas sobre Emergência Climática para subsidiar a implementação da Política Nacional sobre Mudança do Clima.
O objetivo da realização da Conferência  é analisar, propor e deliberar propostas com base na realidade local, e eleger pessoas delegadas para a Conferência Estadual do Meio Ambiente do Rio de Janeiro (CEMA-RJ), nos termos da Portaria da Secretaria de Estado do Ambiente e Sustentabilidade nº 92, de 11 de setembro de 2024, e da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente - 5ª CNMA.",0,"Rio das Ostras, Rio de Janeiro",Não informado,30 de Novembro 2024 08:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27691', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27693', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27694', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27695', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27696', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27686', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27687', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27690', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27692', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27689']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,15ª Conferência Municipal do Meio Ambiente - Emergência Climática: o desafio para transformação ecológica,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1441,"Dia 25/01/2025 será realizada a 15ª Conferência Municipal do Meio Ambiente cujo o lema é ""Emergência Climática: o desafio para transformação ecológica""",Não informado,"Ipatinga, Minas Gerais",Não informado,25 de Janeiro 2025 08:00 às 16:30,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª A CONFERÊNCIA DE MEIO AMBIENTE DO MUNICÍPIO DE MARECHAL DEODORO,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/690,"A Prefeitura de Marechal Deodoro-AL, por meio da Secretaria Municipal de Meio Ambiente (SEMMA), estará realizando a 1ª Conferência Municipal de Meio Ambiente, nos dias 25/11 (segunda-feira), das 9h às 12h30, e 26/11 (terça-feira), de 9h as 12h, na Galeria Divamar, Av. Caravelas.",Não informado,"Marechal Deodoro, Alagoas",Não informado,Não informado,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27380', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27382', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27385', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27383', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27387', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27388', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27389', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27391', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27393', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27394']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª A CONFERÊNCIA DE MEIO AMBIENTE DO MUNICÍPIO NOVA VIÇOSA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/628,"A Prefeitura de Nova Viçosa, por meio da Secretaria de Meio Ambiente (SEMMA), vai realizar a 1ª Conferência Municipal de Meio Ambiente, programada para acontecer no dia 26/11, terça-feira, das 07h30h às 12h, no Prédio da Câmara e Cadeia. A primeira reunião de alinhamento aconteceu ontem, 22/10, para definição da comissão organizadora do evento, e contou com representantes Secretaria de Municipal de Meio Ambiente, Secretaria de Municipal de Turismo, Secretaria de Municipal de Obras, Viação e Serviços Públicos, Vigilância Sanitária, Conselho Municipal de Turismo, Conselho Municipal de Defesa do Meio Ambiente (COMDEMA), Estudante da UFSB.",Não informado,"Nova Viçosa, Bahia",Não informado,26 de Novembro 2024 07:30 às 12:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª A CONFERÊNCIA INTERMUNICIPAL DE MEIO AMBIENTE DOS MUNICÍPIOS DE PIRACEMA E PASSA TEMPO,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/783,"A 1ª Conferência Intermunicipal do Meio Ambiente (CMMA) será realizada no período de 13 a Dezembro de 2024 no local Serviço de Convivência e Fortalecimento de Vínculos, rua Dr. Andrade n°03, sala 01, centro, Piracema-MG. De modo presencial e on-line.
1ª Conferência Intermunicipal do Meio Ambiente dos Municípios de Piracema e Passa Tempo tem como tema: Emergência Climática: os desafios da transformação ecológica e possui os seguintes eixos temáticos:I – Mitigação: redução da emissão de gases de efeito estufa em pequenos municípios e sua relação com a preservação dos remanescente de vegetação nativa da Mata Atlântica e Cerrado.II – Adaptação: e preparação para desastres: prevenção de riscos e redução de perdas e danos em consonância com o avanço urbano/ econômico desordenado e sua relação com o uso e ocupação do solo municipalIII – Transformação Ecológica: descarbonização da economia com maior inclusão social através de práticas de manejo agroflorestal associadas a produção sustentável em contrapartida ao Programa PRA Produzir Sustentável do Governo de Minas Gerais .IV – Justiça Climática: superação das desigualdades perante ao racismo ambiental.V – Governança e Educação Ambiental: participação e controle social com a inserção da sociedade civil através da responsabilidade compartilhada.Programação:09:30 às 10:30 - Abertura e apresentação da programação;10:00 às 11:00 - Dinâmica sobre o Tema e os 5 Eixos detalhados no documento-base da 5ª Conferência Nacional do Meio Ambiente;11:00 às 12:30 - Grupo de Trabalhos por Eixos;12:30 às 13:30 - Intervalo para almoço;13:30 às 15:00 - Plenária Final/Deliberações a partir das prioridades definidas pelos grupos de Trabalho;15:00 às 16:00 - Eleição de pessoas delegadas para a Conferência Estadual do Meio Ambiente.",0,"Piracema, Minas Gerais",Não informado,13 de Dezembro 2024 09:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36101', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36102', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36103', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36104', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36105', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36106', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36107', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36108', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36109', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36110']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª CONFEREÊNCIA MUNICIPAL DE MEIO AMBIENTE,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/632,"A Conferência Municipal do Meio Ambiente, a ser realizada no dias 29 de novembro de 2024, tem por finalidade debater junto a toda a comunidade a temática de  Emergência Climática, visando subsidiar a implementação da Política Nacional sobre Mudança do Clima.
Para tanto, serão elencadas propostas vinculadas a esta temática, vinculadas a 5 diferentes eixos, além da eleição de delegados que participarão da Conferência na esfera Estadual.",0,"Realeza, Paraná",Não informado,29 de Novembro 2024 07:30 às 17:30,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27016', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27125', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27126', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27127', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27128', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27129', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27130', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27131', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27133', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27137']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferencia de Meio Ambiente - ASCAFIGUAMA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1663,"Temos o objetivo de trabalhar todos os  eixos  II. Adaptação e preparação para desastres prevenção de riscos e redução de perdas e danos ,III. Justiça Climática superação das desigualdades, IV. Transformação Ecológica descarbonização da economia com maior inclusão social e V. Governança e Educação Ambiental participação e controle social.Assim  somos uma Associação de catadores apoida pela Arquidiocese de Manaus atrav´és da Fundação Madre Teresa de Calcutar e área missionária Santa Helena, que nos anima na motivação daa vontade de fortalecer o nosso trabalho, que já realizamos em outras demandas , Com o fortalecimentos dos pontos de coleta seletiva de entrega voluntária, educação ambiental  com crianças e jovens e fortalecer o artesanato itinerantes que acontecem nos próprios pontos de coleta seletiva . Troca opiniões, fortalecer as bases, agregar conhecimentos principalmente desperta o que é  politicas publicas, oportunizando educação política , que podem transforma e supri necessidades pontuas que existem nesses mesmos locais periféricos , de voluntários que trabalham para o cuidado com o planeta, que precisam ter autonomia, motivados para motivar.  E nesse acreditar, que queremos defender as propostas com autoridade do que conhecemos, e com a certeza de que a consequência é a conquista da dignidade do catador com o meio ambiente mais favorável e qualidade de vida para todos.",Não informado,"Manaus, Amazonas",Não informado,Não informado,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39359', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39366', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39368', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39371', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39372', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39381']",6
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência de Meio Ambiente de Catanduva,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1299,"A Conferência de Meio Ambiente de  Catanduva  é um espaço participativo para ampliar a discussão da temática da emergência climática. Municípios, estados por todo Brasil estão discutindo os 5 eixos e enviando propostas apontar soluções para o enfrentamento dos  problemas relacionados à mudança do clima.",Não informado,"Catanduva, São Paulo",Não informado,14 de Dezembro 2024 08:00 às 14:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40599', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40600', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40601', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40602', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40614', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40615', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40616', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40617', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40618', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40669']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência de Meio Ambiente de Itatiba/SP,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1620,A primeira conferência intermunicipal de meio ambiente de Itatiba/SP será realizada em conjunto com demais municípios da RMC (Região Metropolitana de Campinas/SP) no dia 21/01/2025.Informações e inscrições pelo link:https://www.campinas.sp.gov.br/secretaria/clima-meio-ambiente-e-sustentabilidade,9,"Campinas, São Paulo",Não informado,21 de Janeiro 2025 08:00 às 22:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência de Meio Ambiente de Rio Preto da Eva-AM,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1079,"O evento acontecerá no dia 10 de dezembro de 2024, das 7h às 17h no auditório da SEMECD, localizada na R. Gov. Plínio Coelho, 9 - Segunda Etapa, 69117-000 em Rio Preto da Eva - AM.
",4,"Rio Preto da Eva, Amazonas",Não informado,10 de Dezembro 2024 07:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29081', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29084', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29086', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29089', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29101', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29103', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29105', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29088', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29082', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29091']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência de Meio Ambiente de Santa Bárbara d'Oeste/SP (Intermunicipal),https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1423,A primeira conferência intermunicipal de meio ambiente de Santa Bárbara d'Oeste/SP será realizada em conjunto com demais municípios da RMC (Região Metropolitana de Campinas/SP) no dia 21/01/2025.Informações e inscrições pelo link:https://www.campinas.sp.gov.br/secretaria/clima-meio-ambiente-e-sustentabilidade,Não informado,"Campinas, São Paulo",Não informado,21 de Janeiro 2025 08:00 às 22:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência de Meio Ambiente de São Manoel do Paraná,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1368,"A 1ª Conferência Municipal de Meio Ambiente tem como objetivo reunir sociedade civil, gestores públicos, especialistas e representantes de diversos setores para debater a emergência climática e propor ações concretas para enfrentar este desafio global. O evento é uma oportunidade para ampliar o diálogo, compartilhar conhecimentos e construir soluções colaborativas em prol de um futuro sustentável.
Destaques do Evento:
Palestra Principal: Especialistas renomados discutirão os impactos da crise climática, as responsabilidades locais e globais e os caminhos para a transformação ecológica.Debates Temáticos: Serão abordados os cinco eixos da emergência climática – Mitigação, Adaptação, Justiça Climática, Transformação Ecológica e Governança.Criação de Propostas: Durante o evento, os participantes terão a oportunidade de construir propostas concretas que serão apresentadas na Conferência Estadual de Meio Ambiente.",0,"São Manoel do Paraná, Paraná",Não informado,Não informado,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1a CONFERÊNCIA DE MEIO AMBIENTE DO MUNICÍPIO DE BARREIRINHAS,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1106,"A 1ª Conferência Municipal Livre do Meio Ambiente (CMMA) será realizada no período de 06 de dezembro de 2024 das 8:00 às 16:00 horas no Salão São Vicente, Barreirinhas, Maranhão.A 1ª CMMA constitui-se em instância de participação social que tem por atribuição a definição de propostas sobre Emergência Climática para subsidiar a implementação da Política Nacional sobre Mudança do Clima.A 1ª CMMA tem por objetivo analisar, propor e deliberar propostas com base na realidade local, e eleger 04 pessoas delegadas para a Conferência Regional de Meio Ambiente e, posteriormente, para a 5ª Conferência Estadual do Meio Ambiente, nos termos da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) Nº 1.079, DE 10 DE JUNHO DE 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente - 5ª CNMA.",Não informado,"Barreirinhas, Maranhão",Não informado,06 de Dezembro 2024 08:00 às 16:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª CONFERÊNCIA DE MEIO AMBIENTE DO MUNICÍPIO DE CARIACICA-ES,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1277,"A Prefeitura de Cariacica, por meio da Secretaria de Desenvolvimento da Cidade e do Meio Ambiente (SEMDEC) realizará a 1ª Conferência Municipal de Meio Ambiente, que será realizada no dia 20 de janeiro de 2025, no horário de 08:00 as 17:00h, no Centro Cultural Frei Civitella Del Tronto. Avenida Expedito Garcia, nº218. Campo Grande. Cariacica. ES. A Conferência tem como objetivo promover debate sobre as alterações e mudanças climáticas - Emergência climática - O desafio da transformação ecológica.",0,"Cariacica, Espírito Santo",Não informado,20 de Janeiro 2025 08:00 às 17:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª CONFERÊNCIA DE MEIO AMBIENTE DO MUNICÍPIO DE FORMOSO DO ARAGUAIA-TO,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/2016,1ª CONFERÊNCIA DE MEIO AMBIENTE DO MUNICÍPIO DEFORMOSO DO ARAGUAIA-TO,0,"Formoso do Araguaia, Tocantins",Não informado,22 de Janeiro 2025 07:30 às 16:05,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38120', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38121', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38122', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38123', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38124', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38125', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38126', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38130', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38127', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38129']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência de Meio Ambiente do Município de Penedo/AL,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/790,"A Prefeitura de Penedo - AL, por meio da Secretaria Municipal de Meio Ambiente e Recursos Hídricos (SEMARH) estará realizando a 1ª Conferência Municipal de Meio Ambiente, no dia 12 de Dezembro de 2024, das 8 às 18h no Instituto Federal de Alagoas (IFAL) - Campus Penedo.",Não informado,"Penedo, Alagoas",Não informado,12 de Dezembro 2024 08:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29970', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21543', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29974', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29977', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29980', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29982', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29983', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29985', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29986', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29987']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª CONFERÊNCIA DE MEIO AMBIENTE DO MUNICÍPIO DE SÃO LUIZ DO NORTE,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1360,"A Prefeitura de São Luiz do Norte-GO, por meio da Secretaria Municipal de Meio Ambiente (SEMMA), estará realizando a 1ª Conferência Municipal de Meio Ambiente, nos dias 16/01(quinta-feira), das 13às 17h00, no Espaço Cultural João Gomes Ramos",0,"São Luiz do Norte, Goiás",Não informado,16 de Janeiro 2025 13:00 às 17:00,[],0
