Título Consulta,Descrição Consulta,URL da Imagem,Enquetes,Sobre Consulta,Título de Cada Proposta,Descrição da Proposta,Autor da Proposta,Comentários (Parágrafos),Comentários da Consulta (Decreto),Comentários da Consulta (Portaria),Comentários do Decreto,Título de Cada Recomendação,Comentários das Recomendações
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"Em nome do Movimento Inovação Digital (MID), sugiro a seguinte alteração redacional neste parágrafo:",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"§ 2º A Secretaria de Governo Digital do Ministério da Gestão e da Inovação em Serviços Públicos DEVERÁ convidar, a seu critério, entidades associativas, organizações acadêmicas, organizações internacionais ou organizações da sociedade em geral para que adiram à Rede GOV.BR, desde que comprovada a capacidade de contribuir para o cumprimento de seus objetivos.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,§ 3º A comprovação mencionada no parágrafo segundo desse artigo se dará por declarações de responsabilidade das entidades e comprovação de objetivos específicos de participação de políticas públicas nos respectivos instrumentos constitutivos.,,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,Somente ser convidada? não tem como a instituição do terceiro setor se cadastrar?,,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"§ 2º A Secretaria de Governo Digital do Ministério da Gestão e da Inovação em Serviços Públicos deverá institui forma de cadastramento de entidades associativas, organizações acadêmicas, organizações internacionais ou organizações da sociedade em geral de forma a convidar, com base em critérios pré-estabelecidos, para que adiram à Rede GOV.BR, desde que comprovada a capacidade de contribuir para o cumprimento de seus objetivos.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,Sugestão Valid inciso IV:,,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,IV - pelas entidades e organizações que aceitarem o convite e estiverem aptas para compor a Rede GOV.BR conforme §2º do art. 11,,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"2/2Art. 12. A estrutura de governança da Rede GOV.BR será composta:I - pela Secretaria de Governo Digital do Ministério da Gestão e da Inovação em Serviços Públicos;II - pelo Conselho Nacional de Governo Digital, como instância consultiva;III - pelos entes federados que, voluntariamente, aderirem a composição da Rede Nacional de Governo Digital – Rede GOV.BR; eIV - por entidades que submeterem pedidos de aprovação conforme regulamentação específica, que garanta um processo transparente e isonômico para submissão de solicitações.V - pelo Comitê Central de Governança de Dados, instituído pelo Decreto n.º 10.046/09.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"[Por Barão, Coletivo, Lapin, Uneafro]",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"1/2Considerando-se a existência do Comitê Central de Governança de Dados (CCGD), conforme previsto no Decreto 10.046/2019, insta-se o MGI à inclusão desta instância na estrutura de Governança da Rede GOV.BR para que se previna conflitos de definição em temas análogos. Ainda, aporta-se a preocupação com um processo eleitoral transparente e isonômico para a integração da rede por organizações e entidades. Desta forma, segue sugestão de redação.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,Clarificar as responsabilidades e funções de cada entidade na estrutura de governança da Rede GOV.BR.,,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"Como sugestão que outras entidades como Conselhos Profissionais de Classe, entidades representativas de servidores públicos, sindicatos e outras organizações possam participar ativamente do processo, que possa ser mais acessível as entidades que através de login único (gov.br) todos os cidadãos que assim desejarem possam compartilhar seus dados pessoas para fins de cadastros nos mais diversos órgãos, facilitando a memorização de senha única, para acessar sistemas até mesmo privados.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,Sugestão de incluir o apoio e capacitação para monitoramento das estratégias de governo digital  como parte das responsabilidades da Secretaria de Governo Digital.,,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,Sugestão Valid ao inciso VIII:VIII – articular e promover programas de apoio a transformação digital dos integrantes da Rede GOV.BR junto a organizações nacionais e internacionais multilaterais e agentes de fomento nacionais.,,
