Plano,Quantidade Propostas,Título Proposta,Descrição Proposta,Link,Votos,Autor
Não tem o titulo na página,1292 propostas encontradas,Criar telhados verdes nos órgãos públicos e incentivar a criação de telhados verdes nas residencias de grandes capitais.,"Estabelecer atraves de legislação própria, orçamento e cronograma para a execução, que órgãos e repartições públicas tenham um minimo de 70% de telhados verdes. Nesta mesma legislação criar previsão orçamentária para junto com ONGs e empresas especializadas, incentivar financeiramente que familias possam em suas residencias utilizar os espaços terraçoes e lajes para a criação de telhados verdes. Sua justificativa seria a diminuição da temperatura nas cidades a a criação de hortas familiares.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18118,22,ROBERTA
Não tem o titulo na página,1292 propostas encontradas,Projeto Todos por um Planeta Melhor,"Em uma politica publica, que todos tem seus direitos e deveres devem participar, proponho a utilização de todas, cada uma em um grau especifico de aproveitamento, todos nós temos a obrigação e a capacidade de um planeta melhor, e após as propostas devemos não só manter no papel mas colocando em pratica com melhorias continuas, o trabalho será duro mas devemos pensar daqui a 50 anos e o momento é agora nessa bifurcação todos tem mais do que o dever e sim a obrigação de fazer um mundo melhor.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20192,"1
voto",THIAGO
Não tem o titulo na página,1292 propostas encontradas,Criação do Programa para Transição Cultural,"A crise climática é gerada por questões políticas e culturais, logo precisa de uma resposta no Âmbito Cultural. Propomos a criação de um Programa desenhado com políticas públicas em diferentes eixos da vida humana que escalonam os modos de vida sustentáveis (rurais e urbanos).
Ele atende a toda a sociedade civil, é por ela construído e gerido. É composto por tecnologias sociais, metodologias pedagógicas, sociocracia, educação emocional e agroecologia. Parceria: REGA. Saiba mais em:@pptcultural",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18127,70,TAINA
Não tem o titulo na página,1292 propostas encontradas,Educação ambiental para geral,"Criação de um plano de educação ambiental que trabalhe a educação de base, nas comunidades, nas populações periféricas, nos povos ribeirinhos e que possa construir uma ponte entre as escolas, universidades e comunidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19286,29,RAYANE
Não tem o titulo na página,1292 propostas encontradas,Gastronomia sustentável e à brasileira,"TODO COMER SOMOS NÓS QUEM DESENHAMOS! Acredito que a gastronomia brasileira se desenvolveu - e se desenvolve - no esteio da gastronomia mundial, com certas peculiaridades. E creio que o incentivo à preservação da biodiversidade é um bom caminho à união de gastrônomos e coprodutores (termo que aplico no lugar de consumidores) para que descubramos novos sabores e saberes. Assim sendo, aposto em uma proposta de criação de um plano de ação para valorização do receituário e ingredientes brasileiros.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19053,10,ERICA
Não tem o titulo na página,1292 propostas encontradas,É necessário um plano de adaptação específico para a agricultura familiar.,É necessário um plano de adaptação específico para a agricultura familiar.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18755,11,ROBERTA
Não tem o titulo na página,1292 propostas encontradas,Isenção de importo para produtos de origem vegetal e inclusão / aumento de impostos para itens de origem animal,"A produção de carne é com certeza a maior devastadora do meio ambiente. Polui o ar, o solo, as águas e para o agronegócio se expandir eles devastam matas nativas para fazer pastos para gado...
Além de todos esse pontos negativos o governo aínda dá muitos subsídios/ isenção de impostos para produções de carnes e derivados.
A proposta é simples. Facilitar a população a ter acesso a alimentos saudáveis e ecológicos e aumentar a carga tributária dos alimentos industrializados e de origem animal.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20079,8,AMANDA
Não tem o titulo na página,1292 propostas encontradas,Lei contra a proliferação de condomínios em zona rural com casas que impermeabilizam o chão.,"Os condomínios estão se proliferando nas zonas rurais, praticamente sem regras. Estão cimentando tudo. As casas, atrapalham o fluxo natural das águas. Estão desmatando, clandestinamente. Temos que apelar para que parem a formação de condomínios até que as regras estejam claras e bem estabelecidas, entre elas, uma lei que impeça a construção de casas e ruas que impermeabilizem o chão. As casas devem ter no mínimo 60 cm de laje acima do chão. O quintal com uma porcentagem mínima cimentado.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18990,6,ELIANE
Não tem o titulo na página,1292 propostas encontradas,Programa Nacional de Proteção e Manejo Populacional Ético de Cães e Gatos,"Cães e gatos são responsáveis por emissões de gases de efeito estufa que impactam as mudanças climáticas. Além disso, são responsáveis pela predação de animais silvestres. O controle populacional ético por meio da castração é medida essencial para o bem-estar dos animais e para a mitigação climática.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19075,464,Alex Chernehaque
Não tem o titulo na página,1292 propostas encontradas,Programa de Restauração de Biomas com o conhecimentos de povos indígenas e populações tradicionais.,"Criação de um Programa de Restauração de Biomas, que formalize frentes de trabalho associadas à recomposição e reflorestamento de áreas degradadas e mobilize tecnologias e conhecimentos de povos indígenas e populações tradicionais. Programa com diálogo social amplo; que respeite a cultura e os modos de organização dos povos indígenas e tradicionais; financiado por Pagamento por Serviços Ambientais vinculados a Títulos Soberanos Sustentáveis e ao do Sistema Brasileiro de Comércio de Emissões.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19509,39,MARCO DALAMA
Não tem o titulo na página,1292 propostas encontradas,Desburocratizar a cobrança de multas ambientais,Promover alterações visando acelerar os procedimentos de cobrança de multas ambientais nos orgãos de proteção ambiental das três esferas,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18191,13,Miguel
Não tem o titulo na página,1292 propostas encontradas,Proteção da biodiversidade,"A biodiversidade garante a vida.A produtividade dos ecossistemas, a manutenção de ciclos como das águas e de nutrientes, bem como locais de refúgio de inimigos naturais de muitos insetos ou polinizadores se encontram em habtats preservados.A nossa identidade cultural também está ali preservada.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20223,5,ANDRESSA
Não tem o titulo na página,1292 propostas encontradas,Jornalismo Negro na Amazônia Legal: por uma rede comunicadores autóctones para o enfrentamento ao racismo midiático,"A valorização das políticas de cotas na formação universitária de profissionais autóctones na Amazônia, também possibilita o debate de novas estratégias do Governo Federal, em apoio ao empreendedorismo de profissionais negros (desafio de políticas públicas) iniciativas ou coletivos de jornalismo digital negro na Amazônia. Em tempos de desinformação – fake dados, a democratização da comunicação torna-se urgente e necessária para o empoderamento da população e defesa da vida preta.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20047,2,Paullo Giraldi
Não tem o titulo na página,1292 propostas encontradas,Recomposição da Flora Municipal Nativa,"Que os imóveis rurais que não possuam projetos de manejo/extrativismo para os próximos 2 anos, que se vejam obrigados a recompor 50% da flora nativa. Se o imóvel já possuir alguma área preservada, que apenas se complete a porcentagem.
Os Municípios, para que se engajem nessa fiscalização, devem ser mais estimulados à receber verbas em compensação à preservação, tal como o ICMS Verde.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19756,0,André
Não tem o titulo na página,1292 propostas encontradas,"HopeCarbon: Gestão e implementação de inventários de gases do efeito estufa para Micro, Pequenas e Médias empresas (MPMEs),","Queremos um planeta mais saudável e justo para as próximas gerações. Nossa solução simplifica a jornada das pequenas empresas rumo à sustentabilidade. Com ferramentas personalizadas e fáceis de usar, ajudamos a calcular e reduzir a pegada de carbono, otimizando processos e reduzindo custos.
Ao empoderar as empresas, a HopeCarbon democratiza a ação climática e contribui para um futuro mais verde. Junte-se a nós e faça a diferença!
#HopeCarbon #Sustentabilidade #Agenda2030 #zenegconsultoria",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19913,5,JULIO
Não tem o titulo na página,1292 propostas encontradas,Troca para energias renováveis de forma lenta experimental e desenvolvimento sustentável,"Devemos investir na indústria sustentável e fazer uma troca por energias renováveis. Já foi mais que provado que as represas inundam e matam os animais que viviam livremente. Gás natural, energia eólica e solar são boas opções para energias limpas",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17974,4,ESTER
Não tem o titulo na página,1292 propostas encontradas,"Implementar a disciplina ""Ciência dos Desastres"" como propulsor da Cultura dos Riscos no Brasil","Implementação da disciplina Ciência dos Desastres na grade curricular para alunos do 5º ano em diante. tais como: aspectos básicos do clima, eventos extremos, tipologias de desastres, características de vulnerabilidade em suas diferentes dimensões (ambiental, social, infraestrutura), sistemas de alertas, papel da comunidade em ações de preparação e resposta, etc. Este tipo de ação educacional de base é fundamental para estabelecer uma cultura do risco, visando aumento da precepção de risco",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18066,8,Pedro
Não tem o titulo na página,1292 propostas encontradas,A Nova Realidade Climática e o Cultivo de Hortifruti em Estufas,"Gostaria de abordar a crescente importância do cultivo em estufas para a agricultura familiar no contexto das mudanças climáticas, que têm impactado de maneira significativa a produção agrícola no Brasil.
As mudanças climáticas estão provocando alterações nos padrões de precipitação, aumento da frequência e intensidade de eventos climáticos extremos e variações de temperatura que afetam diretamente a agricultura. Esses fatores têm tornado o cultivo tradicional cada vez mais arriscado e menos pre",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19794,0,LINCOLN
Não tem o titulo na página,1292 propostas encontradas,Estudo de Impacto Climático dentro do Licenciamento,"Prevê a realização de estudo de impacto climático (EIC) dentro do processo de licenciamento ambiental, tal qual o estudo de impacto ambiental. O EIC deverá levar em conta a previsão de eventos extremos para o local da instalação do empreendimento, apontando riscos e/ou ameaças, bem como mensurar a contribuição de emissão de gases de efeito estufa.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17953,49,BRUNO
Não tem o titulo na página,1292 propostas encontradas,Não ao desperdício!,"Organizar campanhas de informação e disseminação contra o desperdício de comida, promovendo a economia doméstica, incentivando a produção local e estimulando a gestão adequada de resíduos. Edna Rodrigues Barroso/Instituto Horizonte",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18924,12,EDNA
Não tem o titulo na página,1292 propostas encontradas,Criação de um plano nacional para mitigação de impactos de desastres naturais em áreas com alta densidade de atividades pecuárias,"A proposta compreende duas áreas de ações:
1. Ações de prevenção, que incluem o mapeamento de áreas de risco de desastres naturais, incluindo ondas de calor extremo, e o remanejamento definitivo de atividades pecuárias realizadas em áreas de risco elevado;
2. Ações de preparação, que incluem a elaboração de planos de contingência para proteger a vida, a saúde e o bem-estar dos animais, assim como o desenvolvimento da infraestrutura necessária à sua execução.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18978,579,Rafaela
Não tem o titulo na página,1292 propostas encontradas,Redução do volume de resíduos enviados para aterros,"Incentivar a compostagem dos resíduos orgânicos com isenção de taxas para pessoas, condomínios e empresas que tratarem os próprios resíduos. O adubo produto dessa compostagem pode apoiar iniciativas de agricultura familiar, hortas urbanas e reflorestamento.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18216,9,Nádia
Não tem o titulo na página,1292 propostas encontradas,Educação socio-ambiental obrigatória para candidatos politicos,"Educação socio-ambiental obrigatoria para candidatos politicos em todos os niveis, definido por cientistas ambientais e usando tecnologias de realidade virtual para conseguir impacto emocional a favor da natureza e os vulneraveis (empatia socio-ecologica).",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20123,"1
voto",MYANNA
Não tem o titulo na página,1292 propostas encontradas,Mulheres indígenas pela justiça climática,"As mulheres indígenas são consideradas as defensoras das terras indígenas, guardiães das sementes e tem papel fundamental no combate a emergência climática. Investir na autonomia política e econômica dessas mulheres, na demarcação das terras indígenas e na garantia dos direitos indígenas e das mulheres é fundamental para que se alcance a justiça climática.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19323,18,Lauriene
Não tem o titulo na página,1292 propostas encontradas,Reconhecimento dos territórios tradicionais pesqueiros.,"Reconhecimento dos territórios tradicionais Pesqueiros, implementação de Leis para ordenamento territorial, ações de equidade de gênero, saúde, política para as juventudes, redução de resíduos e valorização do conhecimento ancestral desses povos;
Atenção à risca a Lei de Decreto º 12045/2024. Institui o Programa Nacional de Conservação e Uso Sustentável dos nossos Manguezais do Brasil.
Incentivo para projetos comunitários, estímulos a pesquisas e educação dentro do território, abertura de conc",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19284,12,EDSON
Não tem o titulo na página,1292 propostas encontradas,"100% Lucro com Petróleo e recursos naturais destinados à proteção, prevenção e punição de crimes contra a natureza nativa","100% do lucro de extração de petróleo, mineiros e água potável, destinada à ICMBio, IBAMA , bombeiros e Ministério da ciência e tecnologia para preparar exércitos sólidos de prevenção, proteção
e captura contra crimes e desastres ambientais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20089,0,FABIANE
Não tem o titulo na página,1292 propostas encontradas,Implementação de recurso para a elaboração de plano em carater municipal,"Incentivar e financiar a elaboração dos planos de adaptação e resiliência climática para cada município , gerando uma ferramenta de administração publica individualizada , identificando o problema real em cada município.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19032,3,LUCAS
Não tem o titulo na página,1292 propostas encontradas,"Educação climática/ambiental incorporada nos sistemas público e privado de educação, em todos os níveis e para todos servidores públicos","O conhecimento sobre as mudanças climáticas, suas causas, efeitos e meios de adaptação e de percepção dos riscos e desastres é urgente no país. Num cenário climático de mudanças extremas, onde os mais vulneráveis são os mais atingidos, e as cidades têm demonstrado total falta de preparo e de capacidade de planejamento e gestão voltadas para ações de adaptação, visando a proteção das pessoas e das infraestruturas diante das principais ameaças causadas pelos eventos extremos climáticos.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19020,15,DEBORA
Não tem o titulo na página,1292 propostas encontradas,Criar novas formas de produção de energia que sejam sustentáveis,"A produção de energia elétrica baseado em combustíveis fósseis ou carvão ( termoelétrica) são mais caras e emitem uma quantidade enorme de dióxido de carbono na atmosfera. Por outro lado a produção através da forma hidroelétrica tem contribuído para destruir parte de biomas, área de conservação e atingir comunidades tradicionais. É preciso se financiar a produção de energia eólica ( mas não instaladas em área de conservação e de comunidades tradicionais),de biomassa e principalmente solar.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19097,9,RICARDO
Não tem o titulo na página,1292 propostas encontradas,"Implementar um Programa Nacional de Juventude e Clima que seja capaz de engajar a juventude brasileira na ação climática, promovendo educação","Implementar um Programa Nacional de Juventude e Clima que seja capaz de engajar a juventude brasileira na ação climática, promovendo educação, capacitação, empreendedorismo sustentável e participação ativa nas políticas públicas de clima.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19280,12,Iago
Não tem o titulo na página,1292 propostas encontradas,Evitar o Desperdício alimentar na produção agrícola desenvolvendo agricultura debaixo carbono sustentável,"Instituir planos nacionais para diminuir o desperdício de alimentos. Dessa forma as áreas de agro serão menores e não haverá desmatamentos e uso de fertilizantes que destroem as nascentes, a fauna e a flora.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19242,9,MARIA
Não tem o titulo na página,1292 propostas encontradas,Adaptação e mitigação ao fogo,"Com as mudanças climáticas é previsto um ciclo de queima-seca-queima mais...na Amazônia. Moro no Pará e já estamos vivendo esse cilco cada vez mais intenso a cada ano. Portanto é necessário implementar sanções e embargos remotos, ligados o CAR de cada propriedade para quem coloca fogo. Ainda é preciso destinar recursos e treinar brigadas municipais em locais de grande recorrência de incêndio. O fogo tem prejudicado muito a saúde de todos e só irá piorar.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19890,2,Paulo
Não tem o titulo na página,1292 propostas encontradas,Fim do desperdício de água pelas fornecedoras,"As estatais e empresas privadas responsáveis pelo fornecimento da água aos cidadãos deverão ser responsabilizadas e multadas, a fim de realizarem ajustes e melhorias contínuas no sistema de fornecimento de água, para encerrar com o desperdício desse bem tão precioso.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20138,0,TATIANA
Não tem o titulo na página,1292 propostas encontradas,Educação em Mudanças Climáticas na formação inicial dos professores,"As Instituições de Ensino Superior (IES) com cursos de formação de professores devem aumentar a compreensão dos professores em formação sobre ações de mitigação e adaptação, incorporando uma abordagem holística da Educação em Mudanças Climáticas no treinamento de professores, para atender às necessidades específicas de diferentes grupos de professores e alunos.
""",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19303,16,DEBORAH
Não tem o titulo na página,1292 propostas encontradas,Animais e natureza,"O respeito à natureza dever discutido em salas de aula com uma matéria que se integra à educação, deve see uma das matérias obrigatoriedade pelo MEC ,assim incluindo todos os seres vivos do nosso planeta respeitando a diversidade ecológica",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19250,8,ADEILDA
Não tem o titulo na página,1292 propostas encontradas,Integração dos Direitos da Natureza como princípio do Plano Clima,"Que se acolha, como princípio, os Direitos da Natureza, destacando o respeito à dignidade e aos direitos fundamentais dos seres humanos e não humanos. Fortalecer políticas públicas de preservação e proteção socioambiental. Ressaltar a relação ancestral dos povos indígenas e demais comunidades tradicionais com a Natureza, que resulta na conservação de sua biodiversidade, assegurando o respeito, defesa e reparação a todos os ecossistemas e suas sociobiodiversidades.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19410,216,Giovanna Souza
Não tem o titulo na página,1292 propostas encontradas,Sistemas Financeiros e os impactos no Clima,"O Sistema Financeiro que investem em empresas diretamente envolvidas nas cadeias de fornecedores de carne bovina, soja, óleo de palma, e celulose/papel no Brasil, cujas suas operações impactam florestas tropicais e as comunidades tradicionais que dependem delas necessitam de uma legislação mais robusta capaz de inverter o modelo predatório sobre nossas Florestas Tropicais, garantindo recursos para manejo da floresta viva e a restauração florestal através de sistema agroflorestais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19325,9,TARCISIO
Não tem o titulo na página,1292 propostas encontradas,Criação da Política Nacional de Auxílio Climático para Populações Atingidas,"Em especial os mais pobres encontram dificuldades para recompor suas condições de vida diante de eventos climáticos que se tornarão mais frequentes. Por isso, o Movimento dos Atingidos por Barragens (MAB) propõe uma Política Nacional de Auxílio Climático, permanente e adaptada às realidades regionais, não reembolsável e voltada às populações atingidas por eventos climáticos extremos e desastres, como secas, tempestades, tornados, inundações, cheias, escorregamentos e deslizamentos.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19079,84,elisa
Não tem o titulo na página,1292 propostas encontradas,Proposta de inteligência ambiental para preservação,"Conjunto de ferramentas tecnológicas avançadas que conecta o cidadão/proprietário de áreas rurais e urbanas com as autoridades competentes, para atuar na prevenção de desastres e mapeamento de riscos, bem como no combate às ocorrências já instaladas,
eliminando a necessidade de buscar de forma manual informações, facilitando a atuação remota das autoridades no combate e apoio ao cidadão, com foco na prevenção, e com inteligente assertiva no monitoramento e fisacalização.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20232,15,SULE
Não tem o titulo na página,1292 propostas encontradas,Utilização de Métodos Analíticos de Baixo Custo para Análise de Gases Atmosféricos,"Estudos científicos vinculam poluentes atmosféricos como CO2, NO2 e O3 a problemas de saúde pública, incluindo depressão e suicídio. Métodos analíticos acessíveis são essenciais para apoiar políticas eficazes de controle de emissões, informando decisões com base em dados regionais no Brasil, através de parcerias universitárias e pesquisa aplicada.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18230,"1
voto",EXPEDITO
Não tem o titulo na página,1292 propostas encontradas,"Promover, estimular e fomentar o acesso à terra para a promoção de sistemas agroalimentares sustentáveis","Promover por intermédio de políticas públicas já existentes e ampliar as ações, estimulando e fomentando o acesso à terra para a juventude e grupos de mulheres organizadas, para promoção de sistemas agroalimentares sustentáveis, com ênfase nos princípios e práticas da agroecologia, na diversidade de cultivos e no respeito aos ciclos naturais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19442,14,IVALDO
Não tem o titulo na página,1292 propostas encontradas,Salve o Pampa - Programa de Servidão Ambiental,"A Servidão Ambiental é um instrumento de conservação dos biomas, porem, sem vantagens financeiras claras para os proprietários alem do custo elevado para sua implantação.
Enquanto isso, a instalação de monocultivos que degradam água, solo e biodiversidade encontra amparo em financiamento, subsidio e garantia na comercializão.
Precisamos instituir um Programa de Servidão Ambiental no Bioma Pampa, facilitando a adesão e tornando economicamente atrativa a conservação dos campos naturais do Pampa.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19421,92,ROGERIO CHIMANSKI
Não tem o titulo na página,1292 propostas encontradas,O movimento plástico transforma,"Chegou para mostrar o potencial de transformação do plástico, a matéria principal plástico vira das comunidades cariocas e evitará o acúmulo de lixo nas ruas, e vira rendas para os catadores e garimpeiros O plástico será usado para a fabricação de sacolas de lixo e bolsa de mercado sacolas ecológica.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20227,2,MARLON
Não tem o titulo na página,1292 propostas encontradas,Cooperativas Urbanas,Incentivar e financiar cooperativas de catadores de resíduos sólidos recicláveis em todas as cidades do país.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19248,2,ROSIVALDO
Não tem o titulo na página,1292 propostas encontradas,Financiamento para áreas queimadas não!,"É possível delimitar as áreas queimadas no Brasil via imagem de satélites e determinar que o incêndio foi criminoso e onde surgiu. Assim, um esforço articulado de governança e coordenação de políticas públicas pode ser realizado para mapear e identificar estas áreas, elencando as principais, responsabilizando efetivamente, em todas as esferas, os responsáveis por tais áreas e além disso, cortando o financiamento e subsídios para o agronegócio nestas áreas, ainda proibindo a venda de produtos.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20170,"1
voto",RIZZA
Não tem o titulo na página,1292 propostas encontradas,Incentivo Fiscal para Parcerias Empresariais em Upcycling,"O upcycling transforma resíduos em materiais com maior valor, diminuindo o impacto ambiental e prolongando a vida útil dos produtos. A proposta é então criar um benefício fiscal para empresas que colaboram com entidades de upcycling, promovendo práticas sustentáveis e reduzindo as emissões de carbono. O foco é incentivar grandes empresas do setor têxtil a investir no setorpor meio de parcerias ou desenvolvimento de tecnologias próprias.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19772,2,CAROLLINE
Não tem o titulo na página,1292 propostas encontradas,"Conscientização do que é ser humano, e os ciclos do que é natural da natureza.","Propôr ao governos a obrigatoriedade, primeiramente de que os professores estão capacitados para instruir outros humanos a conhecer e respeitar os ciclos da natureza, em todos os âmbitos florestal, animal, rios e mares, cultura, raça, alimentar, saúde, sabendo que não existe vida sem a natureza no seus ciclos, ciclos esses que não aceita a intromissão do homem com suas Ciências vaidosas e egocêntrica, assim aceitando somente as ciência naturais que o ser humano tem naturalmente.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19838,0,MARIA Maciene da Silva Lima Santos
Não tem o titulo na página,1292 propostas encontradas,Reciclagens em Condominios Residenciais e Comerciais,"Ponto unico em condomínios residenciais e comerciais de coletas específicas de materiais com reciclabilidade. Com instruções de como deixar nos coletores os materiais em condições de quando recolhidos por empresas ou organizações que estarão recolhendo os mesmos. Como; Plastico, Vidro, Papel, Isopor, Pilhas e Baterias, Óleo queimado, Material orgânico de compostagem, Metais e outros.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19036,3,FABIO
Não tem o titulo na página,1292 propostas encontradas,Inserir a educação climática no plano nacional de educação e capacitar os docentes para ministrar aulas sobre o tema,"O conhecimento geral sobre o que é e as consequências da crise climática ainda é precário ou inexistente. Por se tratar de um tema transdisciplinar e interdisciplinar a inclusão dessa pauta no calendário acadêmico em todos os níveis de educação é urgente e necessário, sem essa educação não poderemos obter sucesso em nenhum nível social, somente com cidadãos e pessoas conscientes sobre as consequências da crise do clima será possível implementar políticas públicas e etc.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19605,12,KARINE
Não tem o titulo na página,1292 propostas encontradas,Plano Setorial de Educação,"A educação pública brasileira conta com mais de 47 milhões de matrículas, mais de 2 milhões de professores e quase 180 mil unidades de ensino. Além do pilar pedagógico, temos um potencial gigantesco de mitigação e adaptação à mudança climática, seja pela merenda escolar - aumentar a aquisição de alimentos da agricultura familiar e agroflorestais (PNAE), transição enérgica - transporte (PNATE), infraestrutura, compras públicas sustentáveis em geral. Precisamos de um Plano Setorial de Educação.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19523,6,NATALIA
Não tem o titulo na página,1292 propostas encontradas,Planos Municipais de Revitalização de Bacias Hidrográficas e Recuperação de Áreas e Pastagens Degradadas 2024-2030,"Criar editais com recursos públicos e fundos para permitir a participação de prefeituras, organizações da sociedade civil, universidades e institutos federais visando ao mapeamento da situação atual de cursos d'água, nascentes, matas ciliares, áreas e pastagens degradadas na montagem participativa do Plano Municipal de Revitalização de Bacias Hidrográficas e Recuperação de Áreas e Pastagens Degradadas 2024-2030; com formação da juventude, ribeirinhos/as, povos e comunidades tradicionais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18148,42,JOSE
Não tem o titulo na página,1292 propostas encontradas,Incentivos à implementação de protocolos nacionais de bem estar animal na indústria pecuária,"1. Organização de campanha nacional de conscientização sobre as práticas de manejo da produção pecuária e seus impactos na integridade física e psicológica dos animais e trabalhadores envolvidos.
2. Elaboração e ampla disseminação de protocolos de manejo de bem estar animal na pecuária, visando a erradicação das práticas mais cruéis do setor.
3. Inclusão do critério de adoção de práticas de bem estar animal pelos produtores para acesso a financiamento público.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19764,4,ANA
Não tem o titulo na página,1292 propostas encontradas,Programa Nacional de Compensação de Carbono na Construção Civil - PN4C,"A construção civil responde globalmente por cerca de 40% do consumo de energia, 30% das emissões de GEE e 30% dos resíduos gerados. O Programa Nacional de Compensação de Carbono na Construção Civil - PN4C tem como objetivo compensar a pegada de carbono gerada pelo setor da construção civil durante o processo de construção, por meio da cobrança de taxas que se destinarão à implantação de Soluções Baseadas na Natureza (SbN): jardins de chuva, florestas urbanas, parques, lagoas e outras.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18111,50,Gustavo Carneiro
Não tem o titulo na página,1292 propostas encontradas,Realizar avaliações periódicas de vulnerabilidade e adaptação às mudanças climáticas do Sistema Único de Saúde.,"De acordo com a OPAS, cerca de 67% das unidades de saúde das Américas se encontram em áreas de risco para desastres. Propõe-se a realização de avaliações periódicas de vulnerabilidade e adaptação à mudança climática do Sistema Único de Saúde, para o desenvolvimento de estratégias de planejamento de adaptação e resiliência. Recomenda-se a inclusão de biomarcadores de saúde humana nos relatórios de estresse climático para aumentar a sensibilidade dos modelos de impacto das mudanças climáticas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19693,30,Amanda Suarez
Não tem o titulo na página,1292 propostas encontradas,Voluntariado é o caminho,"Eu, enquanto veterinário, vi centenas de profissionais da minha região em SC, ir até o RS ser voluntário durante as catástrofe das enchentes, felizes por estarem servindo. Vendo essa satisfação, é urgente que se crie uma política pública que treine voluntários para 3 frentes: combate aos focos de incêndio, educação ambiental em empresas, associações,igrejas e escolas",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20116,0,Fabrício
